iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
PRT,Europe,Portugal,2021-06-02,850262.0,724.0,546.857,17026.0,1.0,0.571,83385.94,71.003,53.631,1669.755,0.098,0.056,1.18,52.0,5.1,283.0,27.754,,,31.692,3.108,40398.0,11746487.0,1151.988,3.962,43118.0,4.229,0.011,88.7,tests performed,5895544.0,3934138.0,1961379.0,88756.0,82366.0,57.82,38.58,19.24,8078.0,62.04,10196707.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864
QAT,Asia,Qatar,2021-06-02,217882.0,194.0,212.143,562.0,2.0,1.429,75625.638,67.336,73.634,195.067,0.694,0.496,0.74,,,,,,,,,3922.0,2005869.0,696.226,1.361,3504.0,1.216,0.092,10.9,people tested,2600344.0,1494265.0,1106079.0,25652.0,28168.0,90.26,51.87,38.39,9777.0,68.52,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
ROU,Europe,Romania,2021-06-02,1078142.0,164.0,229.857,30415.0,62.0,46.143,56043.238,8.525,11.948,1581.012,3.223,2.399,0.55,410.0,21.312,,,,,1056.992,54.944,11765.0,7891479.0,410.209,0.612,17574.0,0.914,0.017,60.3,tests performed,7926291.0,4336728.0,3713590.0,52768.0,67329.0,41.2,22.54,19.3,3500.0,48.15,19237682.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828
RUS,Europe,Russia,2021-06-02,5031583.0,8702.0,9023.143,120217.0,387.0,374.571,34478.375,59.63,61.83,823.774,2.652,2.567,1.02,,,,,,,,,271007.0,138547723.0,949.383,1.857,335981.0,2.302,0.026,38.5,tests performed,29792970.0,16995885.0,12797085.0,467779.0,311587.0,20.42,11.65,8.77,2135.0,36.57,145934460.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824
RWA,Africa,Rwanda,2021-06-02,27064.0,41.0,35.286,358.0,1.0,1.143,2089.528,3.165,2.724,27.64,0.077,0.088,0.73,,,,,,,,,4840.0,1445631.0,111.613,0.374,5084.0,0.393,0.007,142.0,samples tested,,,,,,,,,,62.96,12952209.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543
KNA,North America,Saint Kitts and Nevis,2021-06-02,73.0,0.0,1.857,,,0.0,1372.387,0.0,34.914,,,0.0,,,,,,,,,,,,,,,,,,,35408.0,27749.0,7659.0,,1659.0,66.57,52.17,14.4,31189.0,,53192.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779
LCA,North America,Saint Lucia,2021-06-02,5072.0,0.0,13.143,80.0,1.0,0.429,27620.91,0.0,71.573,435.661,5.446,2.334,1.1,,,,,,,,,,,,,,,,,,47542.0,28477.0,19065.0,418.0,258.0,25.89,15.51,10.38,1405.0,,183629.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759
VCT,North America,Saint Vincent and the Grenadines,2021-06-02,2044.0,0.0,5.429,12.0,0.0,0.0,18423.211,0.0,48.929,108.16,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,20768.0,,,,272.0,18.72,,,2452.0,,110947.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738
WSM,Oceania,Samoa,2021-06-02,3.0,0.0,0.0,,,0.0,15.12,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,32627.0,32627.0,,,598.0,16.44,16.44,,3014.0,,198410.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715
SMR,Europe,San Marino,2021-06-02,5090.0,0.0,0.143,90.0,0.0,0.0,149979.374,0.0,4.209,2651.895,0.0,0.0,0.45,,,,,,,,,,,,,,,,,,42935.0,21581.0,21354.0,1.0,70.0,126.51,63.59,62.92,2063.0,41.67,33938.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,
STP,Africa,Sao Tome and Principe,2021-06-02,2347.0,2.0,1.286,41.0,0.0,0.571,10709.022,9.126,5.867,187.077,0.0,2.607,0.59,,,,,,,,,,,,,,,,,,18888.0,12374.0,6514.0,,702.0,8.62,5.65,2.97,3203.0,,219161.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625
SAU,Asia,Saudi Arabia,2021-06-02,452956.0,1269.0,1168.0,7393.0,16.0,14.0,13010.793,36.451,33.55,212.358,0.46,0.402,1.05,,,,,,,,,92458.0,19214578.0,551.923,2.656,86724.0,2.491,0.014,73.3,tests performed,14512466.0,,,180692.0,158756.0,41.69,,,4560.0,53.7,34813867.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SEN,Africa,Senegal,2021-06-02,41494.0,61.0,44.714,1142.0,2.0,1.0,2478.152,3.643,2.67,68.204,0.119,0.06,1.12,,,,,,,,,1526.0,530975.0,31.711,0.091,1500.0,0.09,0.026,38.3,tests performed,522575.0,452735.0,69840.0,,1613.0,3.12,2.7,0.42,96.0,23.15,16743930.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SRB,Europe,Serbia,2021-06-02,712989.0,287.0,267.571,6881.0,9.0,10.0,104780.504,42.177,39.322,1011.228,1.323,1.47,0.58,,,,,,,,,8684.0,4152776.0,610.29,1.276,9440.0,1.387,0.033,30.6,people tested,4668282.0,2568739.0,2099543.0,42178.0,38852.0,68.6,37.75,30.85,5710.0,56.48,6804596.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806
SYC,Africa,Seychelles,2021-06-02,11621.0,0.0,125.857,42.0,0.0,0.571,118171.649,0.0,1279.816,427.09,0.0,5.811,1.12,,,,,,,,,,,,,,,,,,134475.0,70446.0,64029.0,,331.0,136.74,71.64,65.11,3366.0,63.89,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SLE,Africa,Sierra Leone,2021-06-02,4156.0,8.0,5.0,79.0,0.0,0.0,520.999,1.003,0.627,9.903,0.0,0.0,0.82,,,,,,,,,,,,,,,,,,79762.0,68882.0,10880.0,,643.0,1.0,0.86,0.14,81.0,50.93,7976985.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SGP,Asia,Singapore,2021-06-02,62100.0,31.0,26.286,33.0,0.0,0.143,10614.762,5.299,4.493,5.641,0.0,0.024,0.88,,,,,,,,,,11947790.0,2042.238,,68115.0,11.643,0.0,2496.3,samples tested,4047651.0,2281154.0,1766497.0,,45540.0,69.19,38.99,30.19,7784.0,58.33,5850343.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SXM,North America,Sint Maarten (Dutch part),2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29055.0,17024.0,12031.0,,253.0,67.76,39.7,28.06,5900.0,,42882.0,1209.088,,,,36327.232,,,,,,,,78.95,
SVK,Europe,Slovakia,2021-06-02,389990.0,124.0,116.286,12366.0,13.0,7.714,71431.41,22.712,21.299,2264.983,2.381,1.413,0.72,,,329.0,60.26,,,,,74731.0,29848733.0,5467.158,13.688,78935.0,14.458,0.004,250.0,tests performed,2664782.0,1776272.0,888510.0,21904.0,33870.0,48.81,32.53,16.27,6204.0,50.0,5459643.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVN,Europe,Slovenia,2021-06-02,254419.0,374.0,276.143,4380.0,4.0,2.429,122379.664,179.9,132.829,2106.851,1.924,1.168,0.8,63.0,30.304,214.0,102.937,1.231,0.592,5.774,2.777,3378.0,1282334.0,616.823,1.625,3182.0,1.531,0.088,11.4,tests performed,1114155.0,681899.0,432256.0,25776.0,15758.0,53.59,32.8,20.79,7580.0,35.19,2078932.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917
SLB,Oceania,Solomon Islands,2021-06-02,20.0,0.0,0.0,,,0.0,29.117,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,16581.0,13102.0,3479.0,,329.0,2.41,1.91,0.51,479.0,25.0,686878.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567
SOM,Africa,Somalia,2021-06-02,14691.0,24.0,8.429,770.0,1.0,0.429,924.356,1.51,0.53,48.448,0.063,0.027,0.68,,,,,,,,,,,,,,,,,,137618.0,129419.0,8199.0,377.0,1442.0,0.87,0.81,0.05,91.0,27.78,15893219.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
ZAF,Africa,South Africa,2021-06-02,1669231.0,0.0,3382.286,56601.0,0.0,74.857,28144.796,0.0,57.029,954.346,0.0,1.262,1.32,,,,,,,,,24669.0,11631239.0,196.114,0.416,36137.0,0.609,0.11,9.1,people tested,1117569.0,642946.0,480665.0,72465.0,52450.0,1.88,1.08,0.81,884.0,25.0,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
OWID_SAM,,South America,2021-06-02,29131361.0,186027.0,143205.0,903750.0,119576.0,3479.714,67627.859,431.858,332.447,2098.037,277.593,8.078,,,,,,,,,,,,,,,,,,,123186337.0,82939729.0,40246608.0,1089536.0,1379369.0,28.6,19.25,9.34,3202.0,,430759772.0,,,,,,,,,,,,,,
KOR,Asia,South Korea,2021-06-02,142157.0,681.0,549.429,1968.0,3.0,3.571,2772.757,13.283,10.717,38.386,0.059,0.07,0.91,,,,,,,,,37585.0,9670790.0,188.628,0.733,27880.0,0.544,0.019,52.5,people tested,8962721.0,6741993.0,2220728.0,406199.0,417008.0,17.48,13.15,4.33,8134.0,50.0,51269183.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
SSD,Africa,South Sudan,2021-06-02,10688.0,0.0,1.571,115.0,0.0,0.0,954.82,0.0,0.14,10.274,0.0,0.0,0.5,,,,,,,,,,164472.0,14.693,,456.0,0.041,0.008,127.7,tests performed,9744.0,9744.0,,,253.0,0.09,0.09,,23.0,68.52,11193729.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
ESP,Europe,Spain,2021-06-02,3687762.0,4984.0,4268.0,80049.0,66.0,27.714,78874.54,106.599,91.285,1712.103,1.412,0.593,0.95,1655.0,35.397,5717.0,122.276,18.768,0.401,397.092,8.493,,43557867.0,931.624,,99506.0,2.128,0.045,22.1,tests performed,27607247.0,18426204.0,9679187.0,487514.0,332340.0,59.05,39.41,20.7,7108.0,56.02,46754783.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
LKA,Asia,Sri Lanka,2021-06-02,192547.0,3306.0,2895.714,1566.0,82.0,38.286,8991.956,154.39,135.23,73.132,3.829,1.788,1.07,,,,,,,,,20785.0,3495070.0,163.22,0.971,19939.0,0.931,0.138,7.3,tests performed,2117653.0,1766636.0,351017.0,76346.0,47330.0,9.89,8.25,1.64,2210.0,90.74,21413250.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782
SDN,Africa,Sudan,2021-06-02,35537.0,25.0,92.571,2662.0,0.0,8.857,810.435,0.57,2.111,60.708,0.0,0.202,0.62,,,,,,,,,,,,,,,,,,402114.0,360721.0,41393.0,,9635.0,0.92,0.82,0.09,220.0,64.81,43849269.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SUR,South America,Suriname,2021-06-02,15428.0,300.0,244.0,316.0,3.0,6.857,26299.192,511.392,415.932,538.666,5.114,11.689,1.32,,,,,,,,,,,,,,,,,,87508.0,70336.0,17172.0,2334.0,1281.0,14.92,11.99,2.93,2184.0,,586634.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
SWE,Europe,Sweden,2021-06-02,1068473.0,0.0,195.143,14451.0,0.0,2.143,105797.053,0.0,19.322,1430.896,0.0,0.212,0.63,184.0,18.219,714.0,70.698,0.559,0.055,,,37510.0,,,3.714,37510.0,3.714,0.081,12.4,tests performed,5297353.0,3765891.0,1531462.0,73380.0,67935.0,52.45,37.29,15.16,6727.0,63.89,10099270.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945
CHE,Europe,Switzerland,2021-06-02,696213.0,717.0,727.714,10826.0,0.0,5.286,80444.105,82.846,84.084,1250.893,0.0,0.611,1.06,,,,,,,,,17131.0,7270436.0,840.064,1.979,22059.0,2.549,0.037,27.0,tests performed,4802652.0,3060982.0,1741670.0,33215.0,74954.0,55.49,35.37,20.12,8661.0,50.93,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955
SYR,Asia,Syria,2021-06-02,24559.0,30.0,34.857,1778.0,4.0,4.0,1403.319,1.714,1.992,101.596,0.229,0.229,0.74,,,,,,,,,,,,,,,,,,24781.0,24781.0,,,455.0,0.14,0.14,,26.0,57.87,17500657.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567
TWN,Asia,Taiwan,2021-06-02,9389.0,547.0,471.143,149.0,12.0,14.714,394.218,22.967,19.782,6.256,0.504,0.618,1.78,,,,,,,,,13756.0,522816.0,21.952,0.578,19217.0,0.807,0.027,37.4,people tested,698300.0,562029.0,136271.0,7987.0,47329.0,2.93,2.36,0.57,1987.0,68.52,23816775.0,,42.2,,8.353,,,103.957,,,,,,80.46,
TJK,Asia,Tajikistan,2021-06-02,13308.0,0.0,0.0,90.0,0.0,0.0,1395.313,0.0,0.0,9.436,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,74403.0,74403.0,,,294.0,0.78,0.78,,31.0,37.96,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668
TZA,Africa,Tanzania,2021-06-02,509.0,0.0,0.0,21.0,0.0,0.0,8.521,0.0,0.0,0.352,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,59734213.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529
THA,Asia,Thailand,2021-06-02,165462.0,3440.0,3938.286,1107.0,38.0,33.429,2370.517,49.284,56.422,15.86,0.544,0.479,1.11,,,,,,,,,,,,,,,,,,3609882.0,2498929.0,1110953.0,61552.0,99888.0,5.17,3.58,1.59,1431.0,59.26,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777
TLS,Asia,Timor,2021-06-02,7310.0,149.0,152.143,16.0,0.0,0.286,5544.423,113.012,115.396,12.136,0.0,0.217,1.0,,,,,,,,,,,,,,,,,,63753.0,63752.0,1.0,,1981.0,4.84,4.84,0.0,1503.0,76.39,1318442.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
TGO,Africa,Togo,2021-06-02,13496.0,15.0,14.286,125.0,0.0,0.0,1630.2,1.812,1.726,15.099,0.0,0.0,0.84,,,,,,,,,668.0,334593.0,40.416,0.081,820.0,0.099,0.016,62.4,tests performed,311938.0,270784.0,41154.0,,3453.0,3.77,3.27,0.5,417.0,42.59,8278737.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515
TON,Oceania,Tonga,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29980.0,28631.0,1349.0,,573.0,28.36,27.09,1.28,5421.0,47.22,105697.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725
TTO,North America,Trinidad and Tobago,2021-06-02,24726.0,412.0,466.429,523.0,16.0,14.0,17667.852,294.393,333.284,373.707,11.433,10.004,1.14,,,,,,,,,1618.0,178294.0,127.399,1.156,2097.0,1.498,0.251,4.0,people tested,105065.0,103886.0,1179.0,5327.0,4043.0,7.51,7.42,0.08,2889.0,64.81,1399491.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796
TUN,Africa,Tunisia,2021-06-02,348911.0,1925.0,1436.857,12793.0,73.0,56.429,29522.149,162.879,121.576,1082.445,6.177,4.775,1.03,,,,,,,,,4679.0,1476437.0,124.925,0.396,5742.0,0.486,0.218,4.6,people tested,983647.0,672600.0,311047.0,24696.0,21689.0,8.32,5.69,2.63,1835.0,,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74
TUR,Asia,Turkey,2021-06-02,5263697.0,7181.0,7367.714,47768.0,112.0,140.143,62411.136,85.144,87.358,566.38,1.328,1.662,0.77,,,,,,,,,219461.0,54139309.0,641.924,2.602,220711.0,2.617,0.036,27.9,tests performed,29657059.0,16924374.0,12732685.0,281374.0,163675.0,35.16,20.07,15.1,1941.0,74.07,84339067.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82
TCA,North America,Turks and Caicos Islands,2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36170.0,20760.0,15410.0,,451.0,93.42,53.62,39.8,11648.0,,38718.0,37.312,,,,,,,,,,,,80.22,
TUV,Oceania,Tuvalu,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2400.0,,,0.0,20.35,20.35,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,
UGA,Africa,Uganda,2021-06-02,48676.0,915.0,627.857,364.0,2.0,0.714,1064.166,20.004,13.726,7.958,0.044,0.016,1.98,,,,,,,,,4335.0,1109851.0,24.264,0.095,4040.0,0.088,0.086,11.7,samples tested,672395.0,672395.0,4129.0,25038.0,18689.0,1.47,1.47,0.01,409.0,47.22,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544
UKR,Europe,Ukraine,2021-06-02,2265502.0,2335.0,2556.714,52907.0,165.0,144.143,51802.133,53.391,58.461,1209.752,3.773,3.296,0.69,,,,,,,,,26468.0,10207245.0,233.395,0.605,23050.0,0.527,0.123,8.1,tests performed,1214883.0,1076793.0,138090.0,34481.0,16453.0,2.78,2.46,0.32,376.0,43.52,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779
ARE,Asia,United Arab Emirates,2021-06-02,574958.0,2154.0,1987.143,1686.0,2.0,3.571,58132.937,217.787,200.916,170.468,0.202,0.361,1.12,,,,,,,,,189946.0,50338982.0,5089.681,19.205,221883.0,22.434,0.009,117.5,tests performed,13066261.0,,,98545.0,76327.0,132.11,,,7717.0,56.48,9890400.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
GBR,Europe,United Kingdom,2021-06-02,4510597.0,4264.0,3489.857,128057.0,12.0,6.714,66443.696,62.811,51.408,1886.353,0.177,0.099,1.29,136.0,2.003,923.0,13.596,,,517.0,7.616,959007.0,177486846.0,2614.484,14.127,958967.0,14.126,0.003,363.1,tests performed,65658949.0,39585665.0,26073284.0,447072.0,523412.0,96.72,58.31,38.41,7710.0,62.5,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932
USA,North America,United States,2021-06-02,33307363.0,16913.0,16239.429,595833.0,610.0,537.429,100625.67,51.096,49.061,1800.085,1.843,1.624,0.59,5750.0,17.371,20539.0,62.051,,,18253.0,55.145,502059.0,446844325.0,1349.972,1.517,620361.0,1.874,0.033,30.3,tests performed,296912892.0,168734435.0,136155250.0,508652.0,1100084.0,88.78,50.45,40.71,3289.0,52.31,331002647.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
URY,South America,Uruguay,2021-06-02,301524.0,3518.0,3584.143,4394.0,52.0,53.143,86801.294,1012.745,1031.786,1264.924,14.97,15.299,1.12,,,,,,,,,20597.0,2248766.0,647.364,5.929,19385.0,5.58,0.194,5.1,tests performed,2909316.0,1864511.0,1044805.0,40506.0,33302.0,83.75,53.67,30.08,9587.0,62.04,3473727.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817
UZB,Asia,Uzbekistan,2021-06-02,100726.0,231.0,237.429,691.0,1.0,1.0,3009.513,6.902,7.094,20.646,0.03,0.03,0.91,,,,,,,,,,,,,,,,,,2136423.0,1199354.0,443390.0,,70526.0,6.38,3.58,1.32,2107.0,44.44,33469199.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72
VUT,Oceania,Vanuatu,2021-06-02,4.0,0.0,0.0,1.0,0.0,0.0,13.023,0.0,0.0,3.256,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,307150.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
VAT,Europe,Vatican,2021-06-02,27.0,0.0,0.0,,,0.0,33374.536,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,,,,,,,,,,,,,75.12,
VEN,South America,Venezuela,2021-06-02,236755.0,1188.0,1335.429,2674.0,13.0,16.429,8325.906,41.778,46.963,94.036,0.457,0.578,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711
VNM,Asia,Vietnam,2021-06-02,7870.0,245.0,254.857,49.0,1.0,0.571,80.852,2.517,2.618,0.503,0.01,0.006,1.58,,,,,,,,,,,,,,,,,,1110111.0,1078934.0,31177.0,,10749.0,1.14,1.11,0.03,110.0,77.31,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
WLF,Oceania,Wallis and Futuna,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365.0,4374.0,3991.0,,12.0,74.38,38.89,35.49,1067.0,,11246.0,,,,,,,,,,,,,79.94,
OWID_WRL,,World,2021-06-02,171674115.0,479513.0,464275.571,3691554.0,126439.0,11059.143,22024.188,61.517,59.562,473.592,16.221,1.419,0.87,,,,,,,,,,,,,,,,,,2016861545.0,863614159.0,443138240.0,35993675.0,33947321.0,25.87,11.08,5.69,4355.0,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737
YEM,Asia,Yemen,2021-06-02,6759.0,8.0,10.143,1323.0,1.0,1.429,226.615,0.268,0.34,44.357,0.034,0.048,0.81,,,,,,,,,,,,,,,,,,104070.0,104070.0,,,4276.0,0.35,0.35,,143.0,34.26,29825968.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47
ZMB,Africa,Zambia,2021-06-02,96563.0,742.0,419.429,1284.0,2.0,1.571,5252.569,40.361,22.815,69.844,0.109,0.085,1.57,,,,,,,,,6392.0,1538730.0,83.7,0.348,5408.0,0.294,0.04,25.1,tests performed,147115.0,141829.0,5286.0,388.0,274.0,0.8,0.77,0.03,15.0,38.89,18383956.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584
ZWE,Africa,Zimbabwe,2021-06-02,39031.0,33.0,30.286,1599.0,0.0,1.429,2626.064,2.22,2.038,107.583,0.0,0.096,1.22,,,,,,,,,2032.0,548421.0,36.899,0.137,1790.0,0.12,0.02,49.3,tests performed,1031281.0,678003.0,353278.0,11203.0,14756.0,6.94,4.56,2.38,993.0,49.07,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571
